"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"C1orf162",6.89230224007686e-08,0.965769796822749,0.066,0.033,0.000980429993650934,"GLUL","C1orf162"
"ABCB11",7.43504603137286e-08,0.309449215662286,0.493,0.421,0.00105763529796279,"GLUL","ABCB11"
"ARSB",8.06005508607942e-08,0.705741789661462,0.106,0.064,0.0011465428359948,"GLUL","ARSB"
"CRLS1",8.52999973476632e-08,0.330010538144602,0.425,0.354,0.00121339246227051,"GLUL","CRLS1"
"CDV3",9.21167554126417e-08,0.3546709208264,0.352,0.282,0.00131036084574483,"GLUL","CDV3"
"UQCRB",9.85836032062401e-08,0.278493738868895,0.509,0.44,0.00140235175560877,"GLUL","UQCRB"
"WASF2",9.92001436068895e-08,0.41067782568373,0.25,0.186,0.001411122042808,"GLUL","WASF2"
"FGR",1.02461362899009e-07,1.00268344197824,0.065,0.033,0.0014575128872384,"GLUL","FGR"
"OIT3",1.05658952005002e-07,0.579189735446625,0.19,0.136,0.00150299859227115,"GLUL","OIT3"
"S100A11",1.09636088864616e-07,0.461853482345825,0.177,0.122,0.00155957336409917,"GLUL","S100A11"
"TPP1",1.14008761520691e-07,0.37594954226503,0.315,0.248,0.00162177463263183,"GLUL","TPP1"
"MS4A4A",1.19033794087561e-07,1.05362315122434,0.058,0.029,0.00169325572089555,"GLUL","MS4A4A"
"LRP1",1.20642248349333e-07,0.307098728633287,0.451,0.379,0.00171613598276926,"GLUL","LRP1"
"GUK1",1.27659373114404e-07,0.270229907237998,0.45,0.373,0.0018159545825524,"GLUL","GUK1"
"CCL4",1.31015049806405e-07,1.24853483613868,0.045,0.019,0.0018636890834961,"GLUL","CCL4"
"THBD",1.32053565349719e-07,1.29324648494507,0.039,0.016,0.00187846196709975,"GLUL","THBD"
"IGLJ1",1.50899048425366e-07,3.19606741624454,0.01,0.001,0.00214653896385083,"GLUL","IGLJ1"
"PRR13",1.54117938742197e-07,0.410571928150678,0.272,0.209,0.00219232767860776,"GLUL","PRR13"
"APLP2",1.55870841359857e-07,0.253779946084132,0.543,0.478,0.00221726271834397,"GLUL","APLP2"
"ITLN1",1.71170278789582e-07,1.34807050968959,0.029,0.01,0.0024348972157818,"GLUL","ITLN1"
"GPR34",1.76634506716357e-07,2.45910182207834,0.015,0.003,0.00251262585804017,"GLUL","GPR34"
"IFNGR1",1.84927371649318e-07,0.794816868695775,0.078,0.043,0.00263059186171155,"GLUL","IFNGR1"
"GIPC3",1.96735989348054e-07,2.90061153271837,0.012,0.001,0.00279856944847607,"GLUL","GIPC3"
"GBP1",1.99397267939764e-07,0.703568963142359,0.188,0.136,0.00283642613644315,"GLUL","GBP1"
"EBNA1BP2",1.99657454646094e-07,0.39971329678569,0.299,0.235,0.00284012729234069,"GLUL","EBNA1BP2"
"ARHGDIB",2.10408014219284e-07,0.305879699428794,0.276,0.21,0.00299305400226931,"GLUL","ARHGDIB"
"S100A8",2.15730832897147e-07,0.94144525022695,0.093,0.055,0.00306877109796192,"GLUL","S100A8"
"MAN2B1",2.30008641656157e-07,0.537642753582366,0.181,0.129,0.00327187292755883,"GLUL","MAN2B1"
"EIF3M",2.40516733108153e-07,0.338768063010535,0.342,0.274,0.00342135052846347,"GLUL","EIF3M"
"WDR33",2.83992154537877e-07,0.510703018565549,0.184,0.131,0.0040397883983013,"GLUL","WDR33"
"AP2M1",2.85576186580004e-07,0.298491496912564,0.401,0.329,0.00406232125410055,"GLUL","AP2M1"
"HSD17B4",2.9206395545565e-07,0.330259233573133,0.389,0.323,0.00415460976635662,"GLUL","HSD17B4"
"CBR1",2.94215418964027e-07,0.312402002823182,0.382,0.314,0.00418521433476329,"GLUL","CBR1"
"SET",3.08014759422876e-07,0.270113088249212,0.414,0.341,0.0043815099527904,"GLUL","SET"
"CXCL9",3.34581702234451e-07,0.665876500476511,0.189,0.137,0.00475942471428507,"GLUL","CXCL9"
"SP5",3.37229534152358e-07,1.56928473982876,0.028,0.01,0.00479709012331729,"GLUL","SP5"
"SLC31A1",4.09541455426061e-07,0.34333259068293,0.369,0.303,0.00582572720343572,"GLUL","SLC31A1"
"SLC6A12",4.61759728330681e-07,0.956433442990827,0.057,0.029,0.00656853213550393,"GLUL","SLC6A12"
"SEC11A",4.78110205226211e-07,0.366285746333791,0.285,0.222,0.00680111766934286,"GLUL","SEC11A"
"STAB1",5.25257873538246e-07,0.490670348646585,0.243,0.186,0.00747179325108155,"GLUL","STAB1"
"SAMSN1",5.56952969411402e-07,1.25934159109526,0.037,0.015,0.00792265598987719,"GLUL","SAMSN1"
"PPP2R5C",6.00640154741493e-07,0.339108004821205,0.341,0.276,0.00854410620119774,"GLUL","PPP2R5C"
"CLMN",6.1642114946039e-07,0.542020603587902,0.17,0.12,0.00876859085107405,"GLUL","CLMN"
"DNAJC27",6.68007629783974e-07,2.67821911138192,0.012,0.002,0.00950240853367703,"GLUL","DNAJC27"
"LYPD2",6.92274070624647e-07,3.19606741624454,0.01,0.001,0.00984759865463561,"GLUL","LYPD2"
"OPTN",7.19693914670136e-07,0.364267737217394,0.323,0.26,0.0102376459361827,"GLUL","OPTN"
"DPP4",7.50999294532231e-07,0.860132463363302,0.069,0.038,0.010682964964721,"GLUL","DPP4"
"PSME2",7.68712038158477e-07,0.347268046496072,0.341,0.279,0.0109349287428043,"GLUL","PSME2"
"IGHJ6",8.19337217729713e-07,1.13426003165754,0.054,0.027,0.0116550719222052,"GLUL","IGHJ6"
"CD86",8.71693612061065e-07,1.08128396899469,0.045,0.021,0.0123998416315687,"GLUL","CD86"
"HEXA",9.14727570591597e-07,0.415848624124453,0.227,0.171,0.0130119996916655,"GLUL","HEXA"
"STAB2",1.0542245976222e-06,0.648194234258607,0.107,0.068,0.0149963449011758,"GLUL","STAB2"
"HLA-A",1.20421885687367e-06,0.484841142877214,0.225,0.171,0.0171300132390279,"GLUL","HLA-A"
"POU2AF1",1.21446963385886e-06,1.95214183335845,0.019,0.005,0.0172758305416422,"GLUL","POU2AF1"
"AGAP4",1.27346855322049e-06,1.90061153271837,0.018,0.005,0.0181150901695614,"GLUL","AGAP4"
"STBD1",1.3488669775485e-06,0.346461256827936,0.293,0.232,0.0191876327556273,"GLUL","STBD1"
"CD164",1.45115491540119e-06,0.471976430038806,0.194,0.143,0.020642678671582,"GLUL","CD164"
"IGHV6-1",1.57819214529764e-06,2.16780356402582,0.043,0.02,0.0224497832668589,"GLUL","IGHV6-1"
"MOB1A",1.65132477842378e-06,0.420208347116181,0.211,0.158,0.0234900949730782,"GLUL","MOB1A"
"KAT2B",1.71168004725449e-06,0.660014516004333,0.102,0.065,0.0243486486721951,"GLUL","KAT2B"
"C1orf21",1.79629262892887e-06,0.487442636769722,0.181,0.132,0.0255522626465132,"GLUL","C1orf21"
"ADA2",1.84895243785209e-06,0.492203917105541,0.143,0.099,0.026301348428446,"GLUL","ADA2"
"GTF2I",1.88886153247481e-06,0.308932115782635,0.369,0.308,0.0268690552994542,"GLUL","GTF2I"
"RHOBTB1",1.93077643967221e-06,0.962717034660598,0.05,0.025,0.0274652948543372,"GLUL","RHOBTB1"
"CCNG1",1.93697965197554e-06,0.462241529608904,0.2,0.149,0.027553535549352,"GLUL","CCNG1"
"WNK1",1.96215127276042e-06,0.297512679804089,0.367,0.304,0.0279116018550169,"GLUL","WNK1"
"MBNL3",2.00006836940152e-06,0.402426428638814,0.24,0.185,0.0284509725547366,"GLUL","MBNL3"
"NR1H4",2.02152321222809e-06,0.252781604511124,0.47,0.405,0.0287561676939445,"GLUL","NR1H4"
"GIMAP5",2.05005006338443e-06,0.688447004056552,0.099,0.063,0.0291619621516435,"GLUL","GIMAP5"
"TMEM116",2.1400294183459e-06,1.30993538080282,0.031,0.013,0.0304419184759704,"GLUL","TMEM116"
"IFNAR1",2.16923001234645e-06,0.278214965139572,0.362,0.297,0.0308572969256283,"GLUL","IFNAR1"
"MERTK",2.4726868384932e-06,0.603687443960904,0.109,0.071,0.0351739702775658,"GLUL","MERTK"
"ACTR3",2.55968717255426e-06,0.276768516867623,0.313,0.249,0.0364115500295843,"GLUL","ACTR3"
"MTSS1",2.56283460875843e-06,0.285926285935604,0.388,0.324,0.0364563223095887,"GLUL","MTSS1"
"HSDL2",2.68494258235825e-06,0.536176428016822,0.149,0.105,0.0381933082340462,"GLUL","HSDL2"
"ATP6V1B2",2.75355116725276e-06,0.373780628795488,0.246,0.19,0.0391692653541706,"GLUL","ATP6V1B2"
"OAS1",2.779369417604e-06,0.44833970565394,0.214,0.162,0.0395365299654169,"GLUL","OAS1"
"SERPINB6",2.97779249259363e-06,0.434422547905766,0.195,0.145,0.0423590982071444,"GLUL","SERPINB6"
"LCP2",3.04152433680654e-06,0.7670551934851,0.069,0.04,0.043265683691073,"GLUL","LCP2"
"PSMD4",3.1222483101599e-06,0.327715206714174,0.315,0.255,0.0444139822120246,"GLUL","PSMD4"
"SIGLEC10",3.20506985970901e-06,1.29463125072813,0.03,0.012,0.0455921187543607,"GLUL","SIGLEC10"
"FBXO31",3.25649710077692e-06,0.52146770303871,0.131,0.09,0.0463236712585517,"GLUL","FBXO31"
"RASL10B",3.26206768739573e-06,1.6476307915485,0.022,0.007,0.0464029128532042,"GLUL","RASL10B"
"SLC25A13",3.26554779398734e-06,0.31097021149828,0.343,0.283,0.0464524173694698,"GLUL","SLC25A13"
"GRK3",3.28097819775467e-06,0.862166679691105,0.061,0.034,0.0466719148630602,"GLUL","GRK3"
"PSMA1",3.66017048422357e-06,0.332245542527911,0.275,0.218,0.0520659251380803,"GLUL","PSMA1"
"IFNGR2",4.09863906056585e-06,0.403356566999637,0.208,0.157,0.0583031406365493,"GLUL","IFNGR2"
"LYN",4.21520252416959e-06,0.829105567742678,0.067,0.039,0.0599612559063124,"GLUL","LYN"
"LCP1",4.22865084455298e-06,0.468316044018589,0.168,0.121,0.0601525582637661,"GLUL","LCP1"
"OAS2",4.40352436224441e-06,0.50019112951171,0.176,0.13,0.0626401340529267,"GLUL","OAS2"
"ZYX",4.74352236256774e-06,0.339437210623377,0.249,0.193,0.0674766056075261,"GLUL","ZYX"
"CABLES1",4.75339755445131e-06,0.816350030245417,0.064,0.036,0.0676170802120699,"GLUL","CABLES1"
"SLC8A1",5.17349129760895e-06,0.88596475675397,0.055,0.029,0.0735929137084873,"GLUL","SLC8A1"
"CDK6",5.3771809234431e-06,0.432566783776367,0.18,0.133,0.0764903986359782,"GLUL","CDK6"
"SPPL2A",5.42246196993545e-06,0.400002507406164,0.239,0.187,0.0771345215223318,"GLUL","SPPL2A"
"SPTSSA",5.52547044675894e-06,0.585904361398244,0.123,0.084,0.078599817105146,"GLUL","SPTSSA"
"SMAP2",5.85689759287427e-06,0.395035492069661,0.235,0.184,0.0833143682586364,"GLUL","SMAP2"
"CDS1",5.98915287323563e-06,1.81041372374679,0.017,0.005,0.0851956996217768,"GLUL","CDS1"
"VIPR1",6.7464320862962e-06,0.457299579444352,0.188,0.141,0.0959679964275634,"GLUL","VIPR1"
"C11orf1",6.96007496495247e-06,0.663572335417522,0.09,0.057,0.0990070663764489,"GLUL","C11orf1"
"NABP1",7.01807961955949e-06,0.597737691785558,0.105,0.069,0.0998321825882338,"GLUL","NABP1"
"TBC1D1",7.52663698089398e-06,0.656619574775755,0.091,0.058,0.107066411053217,"GLUL","TBC1D1"
"SOS2",7.69486968100209e-06,0.531377723052653,0.125,0.086,0.109459521212255,"GLUL","SOS2"
"FCGR2B",8.36870213434246e-06,0.553931207136153,0.127,0.088,0.119044787861021,"GLUL","FCGR2B"
"CTSH",8.51336084142911e-06,0.404314620329212,0.225,0.175,0.121102557969329,"GLUL","CTSH"
"EFHD2",8.56963607680491e-06,0.417998691647421,0.203,0.155,0.12190307319255,"GLUL","EFHD2"
"RAB32",8.61590145891218e-06,0.551950128823483,0.121,0.083,0.122561198253026,"GLUL","RAB32"
"VCAM1",8.61935137891418e-06,0.882406937340781,0.057,0.032,0.122610273365054,"GLUL","VCAM1"
"COLGALT1",8.7272460678634e-06,0.443884123009453,0.192,0.145,0.124145075315357,"GLUL","COLGALT1"
"DGKG",8.74064939094588e-06,1.61110491552339,0.019,0.006,0.124335737586205,"GLUL","DGKG"
"MYO1F",8.89525215590403e-06,0.770885359560157,0.069,0.04,0.126534961917735,"GLUL","MYO1F"
"CD84",9.22052522835212e-06,1.24853483613868,0.031,0.013,0.131161971373309,"GLUL","CD84"
"WWP1",9.25991509269774e-06,0.368061984877059,0.237,0.185,0.131722292193625,"GLUL","WWP1"
"AXIN2",9.38347099082957e-06,1.11360525605257,0.037,0.017,0.133479874844551,"GLUL","AXIN2"
"ZNF117",1.00048416017467e-05,1.11103131238874,0.038,0.018,0.142318871784847,"GLUL","ZNF117"
"ANGPTL3",1.04774154643686e-05,0.470850780757417,0.146,0.104,0.149041234980644,"GLUL","ANGPTL3"
"SLC1A2",1.18300431984241e-05,0.62191167047997,0.106,0.071,0.168282364497583,"GLUL","SLC1A2"
"CYP3A43",1.19395382622589e-05,0.402846778390575,0.182,0.136,0.169839931780633,"GLUL","CYP3A43"
"INMT",1.26432294241928e-05,0.273418569238459,0.185,0.137,0.179849938559143,"GLUL","INMT"
"RBP1",1.27798021742572e-05,0.490905287861048,0.163,0.121,0.181792685928809,"GLUL","RBP1"
"SHISA5",1.34292422825357e-05,0.340033190624175,0.282,0.228,0.191030971469071,"GLUL","SHISA5"
"MAX",1.35690194225827e-05,0.373681153368631,0.19,0.143,0.193019301286239,"GLUL","MAX"
"PSMB9",1.40603404066701e-05,0.394681451981183,0.185,0.139,0.200008342284883,"GLUL","PSMB9"
"NAGK",1.4831124119751e-05,0.495190848731184,0.138,0.098,0.210972740603459,"GLUL","NAGK"
"ADAP2",1.58057975790826e-05,0.564652253545677,0.106,0.071,0.22483747056245,"GLUL","ADAP2"
"AZIN1",1.602400585828e-05,0.352952731069339,0.256,0.205,0.227941483334033,"GLUL","AZIN1"
"PGPEP1",1.61165939875276e-05,0.382149806414489,0.227,0.178,0.22925854947258,"GLUL","PGPEP1"
"C2orf88",1.61691526544693e-05,1.44117991408107,0.022,0.008,0.230006196509825,"GLUL","C2orf88"
"M6PR",1.67511659591319e-05,0.454415741237769,0.161,0.118,0.238285335768652,"GLUL","M6PR"
"VDAC3",1.6942795053626e-05,0.318425047941068,0.298,0.244,0.24101125963783,"GLUL","VDAC3"
"TSPAN14",1.69756481513496e-05,0.527110092868251,0.111,0.076,0.241478594952948,"GLUL","TSPAN14"
"MBNL1",1.70740548161212e-05,0.378814033120701,0.181,0.136,0.242878429759324,"GLUL","MBNL1"
"CLEC4M",1.75995958723023e-05,0.448295563726125,0.236,0.188,0.250354251283501,"GLUL","CLEC4M"
"ADHFE1",1.79838821034575e-05,0.294151636051317,0.302,0.246,0.255820722921683,"GLUL","ADHFE1"
"EI24",1.84142720551228e-05,0.33674250388808,0.281,0.229,0.261943019984122,"GLUL","EI24"
"LBR",1.92174711342346e-05,0.856217413359918,0.05,0.027,0.273368526884488,"GLUL","LBR"
"ATP1B1",2.00574502525798e-05,0.253973542146211,0.374,0.316,0.285317229842948,"GLUL","ATP1B1"
"FAM214A",2.09600456055554e-05,0.4368014735705,0.179,0.136,0.298156648739025,"GLUL","FAM214A"
"PLAAT3",2.18053596505029e-05,0.339025370086586,0.252,0.201,0.310181241028404,"GLUL","PLAAT3"
"FGL2",2.22543683542459e-05,0.292988434586044,0.197,0.148,0.316568389839149,"GLUL","FGL2"
"ARRB2",2.27748005017374e-05,0.517483281394272,0.122,0.086,0.323971537137215,"GLUL","ARRB2"
"ANP32B",2.32987837359174e-05,0.39546161377524,0.193,0.148,0.331425198643425,"GLUL","ANP32B"
"MYRIP",2.3571355536404e-05,0.692899006687035,0.071,0.044,0.335302532505346,"GLUL","MYRIP"
"RNASEK",2.40224617642951e-05,0.298532495495668,0.282,0.228,0.341719518597098,"GLUL","RNASEK"
"MASP1",2.53310669047944e-05,0.263507343074839,0.387,0.331,0.360334426720701,"GLUL","MASP1"
"SH3BGRL3",2.64637355381496e-05,0.327175285378244,0.201,0.153,0.376446638030178,"GLUL","SH3BGRL3"
"CNKSR2",2.69094793372649e-05,1.71419840848749,0.016,0.005,0.382787343572594,"GLUL","CNKSR2"
"IRF1",2.76408480204089e-05,0.312810477139759,0.298,0.245,0.393191063090316,"GLUL","IRF1"
"IL18",2.7762787001921e-05,2.46671500618821,0.01,0.002,0.394925645102326,"GLUL","IL18"
"NRP1",2.80648349063619e-05,0.37016566167067,0.217,0.169,0.399222276542998,"GLUL","NRP1"
"SMG1",2.84850965409712e-05,0.323260347946995,0.243,0.193,0.405200498295315,"GLUL","SMG1"
"EPB41L2",2.8566239641566e-05,0.765378182593264,0.059,0.034,0.406354758901276,"GLUL","EPB41L2"
"SLC11A2",2.92626274723473e-05,0.553909513941844,0.112,0.077,0.41626087579414,"GLUL","SLC11A2"
"PDE4DIP",2.99676790884199e-05,0.420569634405789,0.155,0.114,0.426290235032772,"GLUL","PDE4DIP"
"SLC1A3",3.07246700533497e-05,1.24295380387538,0.024,0.01,0.4370584315089,"GLUL","SLC1A3"
"LTK",3.18235983261256e-05,1.29532904761762,0.026,0.011,0.452690686189137,"GLUL","LTK"
"GDF2",3.25598948311625e-05,0.939727662984757,0.044,0.023,0.463164503973286,"GLUL","GDF2"
"NFKBIA",3.27631124778803e-05,0.328105186876443,0.299,0.248,0.466055274997847,"GLUL","NFKBIA"
"RIPK2",3.4742127647623e-05,1.9106651973823,0.013,0.003,0.494206765787437,"GLUL","RIPK2"
"ADGRL4",3.53561921511558e-05,1.96474187013809,0.013,0.003,0.502941833350191,"GLUL","ADGRL4"
"IL13RA2",3.53561921511558e-05,1.96474187013809,0.013,0.003,0.502941833350191,"GLUL","IL13RA2"
"SEMA7A",3.54024115851471e-05,2.02614241480223,0.012,0.003,0.503599304798718,"GLUL","SEMA7A"
"LILRB2",3.57904294931203e-05,0.586013934560556,0.094,0.063,0.509118859539636,"GLUL","LILRB2"
"CETP",3.65854535250558e-05,0.800074335322384,0.061,0.036,0.520428076393918,"GLUL","CETP"
"ADAR",3.67216153089922e-05,0.260607668439254,0.35,0.294,0.522364977770414,"GLUL","ADAR"
"SOX5",3.71252278255459e-05,0.31579857281527,0.278,0.227,0.528106365818391,"GLUL","SOX5"
"RENBP",3.84741190857516e-05,0.777463301945508,0.057,0.033,0.547294343994817,"GLUL","RENBP"
"GNS",4.02246352089303e-05,0.462553564873642,0.15,0.111,0.572195435847034,"GLUL","GNS"
"DHRS9",4.21452782422338e-05,1.13935302525022,0.03,0.013,0.599516582995775,"GLUL","DHRS9"
"DENND10",4.25642377756864e-05,0.38962472630136,0.187,0.144,0.605476282359139,"GLUL","DENND10"
"MARCH6",4.30876749393645e-05,0.321722267827159,0.278,0.228,0.612922176012459,"GLUL","MARCH6"
"CD44",4.37553282523422e-05,0.506640690825868,0.134,0.097,0.622419544389568,"GLUL","CD44"
"SNX10",4.44055970080216e-05,0.652327578249901,0.079,0.051,0.631669617439108,"GLUL","SNX10"
"RAP1A",4.67484946744107e-05,0.362159914879936,0.203,0.158,0.664997336743493,"GLUL","RAP1A"
"EOMES",4.68377470195307e-05,1.65841063030174,0.017,0.005,0.666266951352824,"GLUL","EOMES"
"BCAP31",4.72503626874653e-05,0.283520194088011,0.295,0.243,0.672136409229193,"GLUL","BCAP31"
"GPR65",4.84363364429836e-05,0.744371446386851,0.058,0.034,0.689006885901441,"GLUL","GPR65"
"MCOLN1",4.85157616743001e-05,0.795844795380437,0.057,0.033,0.690136709816919,"GLUL","MCOLN1"
"PDK4",4.88688318837962e-05,0.551057531853448,0.108,0.075,0.695159133547002,"GLUL","PDK4"
"EXPH5",5.06827026409773e-05,1.3573483232776,0.022,0.008,0.720961445067902,"GLUL","EXPH5"
"C5AR1",5.17585692380502e-05,0.769505780166587,0.061,0.037,0.736265647411265,"GLUL","C5AR1"
"DCAF6",5.31596650517161e-05,0.387346434960843,0.204,0.16,0.756196235360661,"GLUL","DCAF6"
"CES4A",5.34940301749742e-05,0.572185926231084,0.103,0.071,0.760952579239007,"GLUL","CES4A"
"RASSF4",5.45143504998257e-05,0.369578327230224,0.175,0.133,0.775466635860021,"GLUL","RASSF4"
"ANKRD55",5.5971459333735e-05,1.66357233541752,0.015,0.005,0.79619400902238,"GLUL","ANKRD55"
"DPP9",5.83007087667626e-05,0.253310257630677,0.307,0.254,0.829327582207198,"GLUL","DPP9"
"NPL",5.99121120298837e-05,0.661145598022982,0.074,0.047,0.852249793625096,"GLUL","NPL"
"ABLIM1",6.03545770597043e-05,0.456053190562605,0.143,0.106,0.858543858674294,"GLUL","ABLIM1"
"GPATCH11",6.05370835545765e-05,1.69356707571536,0.015,0.004,0.86114001356385,"GLUL","GPATCH11"
"CBX3",6.13837171848027e-05,0.586968009641877,0.091,0.061,0.873183376953819,"GLUL","CBX3"
"AMACR",6.18242627701811e-05,0.275101635424302,0.314,0.262,0.879450137905827,"GLUL","AMACR"
"SPINK1",6.24527900768431e-05,0.5533894176671,0.075,0.048,0.888390938843092,"GLUL","SPINK1"
"IQGAP1",6.2924528873246e-05,0.324298613785456,0.173,0.131,0.895101423221924,"GLUL","IQGAP1"
"GSTCD",6.33670584006841e-05,1.25441140247535,0.023,0.009,0.901396405749732,"GLUL","GSTCD"
"GREB1",6.47013158517761e-05,1.14397890509609,0.028,0.013,0.920376217991515,"GLUL","GREB1"
"CFP",6.60694804312867e-05,1.18841384370111,0.026,0.012,0.939838359135053,"GLUL","CFP"
"FCHO2",6.60893336244211e-05,0.526909788106959,0.114,0.081,0.94012077080739,"GLUL","FCHO2"
"NRIP1",6.72770988126701e-05,0.392364888646272,0.182,0.141,0.957016730610232,"GLUL","NRIP1"
"HK3",6.75981032997153e-05,0.890258986720458,0.045,0.024,0.96158301943845,"GLUL","HK3"
"PSTPIP2",6.77450179494636e-05,0.916517923627733,0.042,0.023,0.963672880331119,"GLUL","PSTPIP2"
"HEXB",6.89256460475312e-05,0.373673094722798,0.184,0.142,0.980467315026131,"GLUL","HEXB"
"RAB8A",7.04357981275598e-05,0.319982867417199,0.231,0.185,1,"GLUL","RAB8A"
"CSTA",7.72009154070496e-05,1.52090710655181,0.017,0.006,1,"GLUL","CSTA"
"ACSL6",8.363795766977e-05,1.40053792958373,0.019,0.007,1,"GLUL","ACSL6"
"BRK1",8.3676266680829e-05,0.256191533241602,0.321,0.269,1,"GLUL","BRK1"
"TPST2",8.62672986420845e-05,0.320835975964092,0.213,0.168,1,"GLUL","TPST2"
"TFEC",8.68481497512354e-05,1.22777627597188,0.025,0.011,1,"GLUL","TFEC"
"SLC7A8",8.77067454199052e-05,1.17053232413741,0.023,0.01,1,"GLUL","SLC7A8"
"TNS3",8.80547573496556e-05,0.339914182712943,0.243,0.198,1,"GLUL","TNS3"
"TGFB1",8.93695015881806e-05,0.462617084743366,0.124,0.09,1,"GLUL","TGFB1"
"TKT",9.2937238999308e-05,0.305716496785956,0.213,0.168,1,"GLUL","TKT"
"UHMK1",9.52619228772521e-05,0.433213604271018,0.165,0.126,1,"GLUL","UHMK1"
"MRC1",9.66488641309469e-05,0.447549438956802,0.125,0.091,1,"GLUL","MRC1"
"TIMD4",9.78621556155822e-05,1.02614241480223,0.036,0.019,1,"GLUL","TIMD4"
"PITPNM3",9.92819496796693e-05,1.15446651177777,0.026,0.012,1,"GLUL","PITPNM3"
"VAV1",9.98485905420836e-05,0.758446631598574,0.057,0.034,1,"GLUL","VAV1"
"DSG1",0.000100910737163145,0.803749993465783,0.047,0.027,1,"GLUL","DSG1"
"SAMHD1",0.000103264130737244,0.325702696661139,0.171,0.13,1,"GLUL","SAMHD1"
"TM4SF18",0.000104127542240805,1.63619589648622,0.015,0.005,1,"GLUL","TM4SF18"
"GLCCI1",0.000105939676850576,1.3671793326373,0.021,0.008,1,"GLUL","GLCCI1"
"CD300A",0.000106283905533126,0.847805173543718,0.043,0.024,1,"GLUL","CD300A"
"POLR1D",0.000109357054805198,0.301698740890697,0.26,0.213,1,"GLUL","POLR1D"
"TFPI",0.000109794180277377,0.253552910905303,0.326,0.275,1,"GLUL","TFPI"
"GCLC",0.000110148229378218,0.310493051873117,0.242,0.196,1,"GLUL","GCLC"
"ZFP36",0.000114068822500207,0.439152232734092,0.13,0.095,1,"GLUL","ZFP36"
"SGCE",0.000115870809242401,0.777463301945508,0.055,0.033,1,"GLUL","SGCE"
"RRM2B",0.000118888385172048,1.02614241480223,0.031,0.015,1,"GLUL","RRM2B"
"NRP2",0.00012452134089632,0.739044304077968,0.059,0.036,1,"GLUL","NRP2"
"TLCD4",0.000128253685481243,0.375531871845561,0.191,0.15,1,"GLUL","TLCD4"
"DYM",0.000133211813978984,0.721989021642845,0.055,0.033,1,"GLUL","DYM"
"DENND2D",0.000134936209798853,0.474346778016274,0.097,0.067,1,"GLUL","DENND2D"
"HPSE",0.000136256307572284,1.66999860457696,0.014,0.004,1,"GLUL","HPSE"
"RABGGTB",0.000136933204744753,0.305664943424594,0.24,0.195,1,"GLUL","RABGGTB"
"IFI16",0.000138339280251902,0.390416800399188,0.134,0.098,1,"GLUL","IFI16"
"STX11",0.000142403191730699,0.723215281844924,0.059,0.036,1,"GLUL","STX11"
"LITAF",0.000145569459749504,0.259663540393011,0.313,0.263,1,"GLUL","LITAF"
"KTN1",0.000148932105623144,0.322998487732761,0.257,0.212,1,"GLUL","KTN1"
"DAPK2",0.000148966806241462,1.27406992824582,0.021,0.009,1,"GLUL","DAPK2"
"GLA",0.000148966806241462,1.27406992824582,0.021,0.009,1,"GLUL","GLA"
"IFIH1",0.000150362027388206,0.489542935642474,0.102,0.072,1,"GLUL","IFIH1"
"STON2",0.000152599032394348,0.680146559953038,0.061,0.038,1,"GLUL","STON2"
"NR1H3",0.0001554400900315,0.327426199773569,0.237,0.193,1,"GLUL","NR1H3"
"GGH",0.000157215733424939,0.281721015716978,0.3,0.252,1,"GLUL","GGH"
"PEG10",0.000158586269838976,0.87413932135718,0.034,0.018,1,"GLUL","PEG10"
"LRRC25",0.000164035445464587,0.870023212884949,0.039,0.021,1,"GLUL","LRRC25"
"CCRL2",0.000166963005528223,1.78513431529844,0.012,0.003,1,"GLUL","CCRL2"
"FYB1",0.000170338997096906,0.457121457950096,0.101,0.07,1,"GLUL","FYB1"
